@relation 'sentences -C 5 '

@attribute isAlternative {0,1}
@attribute isPro {0,1}
@attribute isCon {0,1}
@attribute isDecision {0,1}
@attribute isIssue {0,1}
@attribute sentence string

@data
0,0,0,0,1,'The nightly build also hits too-many-open-files every so often, I suspect because our random-per-field-codec is making too many codecs... '
1,0,0,0,0,'\r\nSo maybe reuse deletePendingFiles? '
0,0,1,0,0,'Currently, TestIndexWriterReader.testDuringAddIndexes fails, if deleteUnusedFiles is coded like this:\r\n'
0,0,0,1,0,'Bulk closing for 3.2'
0,0,0,0,0,'focusedCommentId=13036307&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-13036307]\r\n '
0,0,0,0,0,'I\'ll wait a day or two until I commit it. Your comment'
0,0,0,0,0,'Demo sources are no longer shipped in a binary release'
0,0,0,0,0,'I believe it is ready to commit. '
0,0,0,1,0,'Bulk close for 3.1'
0,0,0,1,0,'Adds revisitPolicy to IFD (package-private) and also calls it from IW.deleteUnusedFiles. '
0,0,0,1,0,'I dropped it from 100 to 50 segs. '
0,0,0,0,0,'Ie if it accumulates too many codecs, to start sharing th'
0,0,0,0,0,'Can you test if that work'
0,0,0,1,0,'Committed revision 1034140 (trunk).'
0,0,0,0,0,'So I think this can be resolved...'
0,0,0,0,0,'I fact in 3x this is not reproducible with same seed  and I was not able to reproduce it with no seed, tried with -Dtest.iter=100 as well (though I am not sure, would a new seed be created in each iteration? '
0,0,0,0,0,'I only looked at the output robert posted so far but it seems that a FrozenDelPackage gets lost somewhere here....\r\n\r\n'
0,0,0,0,0,'it shoudl check exactly at the point before shifts any bits: and the exception should be UOE'
0,0,1,0,0,'The two ops (ongoing commit\r\n– takes time since fync can be so slow – and deleting unused files)\r\nare orthogonal. '
1,0,0,0,0,'Patch with a port of the code.\r\n\r\n'
1,0,0,0,0,'When using the skip list, you will traverse the skip list until you find the skip point of interest, then decode the associated skip entry and get the doc file pointer. '
0,1,0,0,0,'On one hand, this considerably reduce the size of the skip list, since most of the information are \"exported\" and encoded into block headers. '
1,0,0,0,0,'I think our skipInterval is too low for the block codecs (and, should\r\nbe private) Separately, I think we should break out \"when skip is even\r\nstored\" vs \"how frequently we index skip data\". '
1,0,0,0,0,'The other pointers (to the freq file and position file) are in fact stored into the block header.\r\n'
0,0,1,0,0,'Also, this occurs some overhead when you only need to answer\r\n - pure boolean query: we only need to scan the doc file, but we are still reading and decoding the fp pointers of the freq and pos file;\r\n - extended boolean query: we only need to scan the doc and freq file, but we are still reading and decoding the fp pointers of the pos file;\r\n\r\nAn idea I had a few months ago (but never found the time to implement it and test it) was to change the way the skip list data structure is created. '
0,0,0,0,1,'If we are _REALLY_ sure keeping int alignment in these intblock\r\nencoded files is not important (ie, we really do get best perf by\r\nslurping in byte[] and then decoding from there), then we should also\r\nstore eg skip data into the frq/doc file (this is what Standard\r\ndoes).\r\n\r\n'
0,0,0,0,0,'But, the problem is, IFD.checkpoint will hold a new commit point when\r\nyou pass isCommit=true, which is no good. I think we need to open up\r\na new package private method in IFD, eg \"revisitPolicy\" or some such, which\r\njust does:\r\n'
0,0,0,0,0,'\r\nIe, most of what IFD.checkpoint does when isCommit=true, minus the\r\nincRef \r\nand the commits.add of a new commit point.\r\n\r\n'
0,0,0,0,0,'Invoking IDP.onCommit still isn\'t quite right \r\nbut I think it\'s OK for now? '
0,0,1,0,0,'EG we call that on every checkpoint call... so this\'d mean the IDP gets 2 onCommit calls per commit (one \"fake\" one and one \"real\")?\r\n\r\n'
0,0,0,0,0,'\r\nIn fact this is the right track, I think... rollbackSI is a clone of\r\nthe last committed segments, whereas the \"live\" segments contains all\r\nuncommitted stuff that\'s happened since. We really should not be\r\ntreating these pending changes as if they were a commit point... so\r\nusing rollbackSI makes sense.\r\n\r\n'
0,0,0,0,0,'\r\nWhat do '
0,0,0,0,0,'I.e. this method does not accept anything, and so seems that revisitPolicy won\'t . '
0,0,0,1,0,'It\'s odd because that test doesn\'t make that many fields... oh I see it makes a 100 segment index. '
0,0,0,0,0,'(Adding some kind of \"visit\" method\r\nfeels like overkill...).\r\n'
0,0,0,0,0,'\r\nUrgh.... indeed we must protect against one thread doing addIndexes\r\nand another thread calling deleteUnusedFiles.\r\n\r\n'
0,0,0,0,0,'Hmm the problem should be wider than just NRT.'
0,0,0,0,0,'I\'d love to [eventually] change addIndexes*, so that it does all its\r\nwork \"privately\" and only in the end atomically \"checks in\" the\r\n segments it produced. '
0,0,0,0,0,'It gets tricky, though, since\r\n\"normal\" segment merging, and flushing, is still ongoing, and we\'d not\r\nwant to do redundant merging work.\r\n\r\nThis also messes up NRT, ie, if you open an NRT reader during an\r\naddIndexes*, you can see some segments already added and some now –\r\nie NRT violates the advertised atomicity of addIndexes* (the javadocs\r\nnote this).\r\n\r\n'
0,0,0,0,0,'It gets tricky, though, since\r\n\"normal\" segment merging, and flushing, is still ongoing, and we\'d not\r\nwant to do redundant merging work.\r\n\r\n'
0,0,0,0,0,'I think we really need to factor IW apart:\r\n # Indexer , also flushes new segments\r\n\r\n # Keeper of the segments file (exposes API to make atomic changes to\r\nsegments file, does commits, interacts w/ IDP/IFD)\r\n\r\n # Merger (normal merging, optimize, expungeDeletes, addIndexe'
0,0,0,0,0,'If the app only does IR.listCommits, then being able to delete is an advantage, but otherwise it will need to mess with LockObtainFail exceptions. '
0,0,0,0,0,'\", but, I think there are'
0,0,0,0,0,'\r\nI agree.\r\n\r\n'
0,0,0,0,0,'.\r\nquote\r\nBut with in-order scoring we are in all cases use correctly positioned scorers, otherwise it is a bug . So returning \"f'
0,0,0,1,0,'I tried to keep the actual DocValues type out of similarity to reduce complexity. '
0,0,0,0,0,'New patch attached; I think it\'s ready to commit.\r\n\r\n'
0,0,0,0,0,'That patch also requires you first apply [-LUCENE-3112-|https://issues.apache.org/jira/browse/LUCENE-3112].'
0,0,0,0,0,'Not as much as I expecte'
0,0,0,0,0,'I ran quick perf test – single pass was ~18\% faster than two-pass . '
0,0,0,1,0,'From my perspective this is a fair game here not exposing the entire power of DocValues to similarity to reduce complexity in the API.\r\n\r\n'
0,0,0,0,1,'I also understand the preflex problem and I totally agree with the solution here.'
0,1,0,0,0,'there is certainly room for improvement but its a start. comments are welcome'
0,0,0,1,0,'I also fixed some JavaDoc issues since computeNorm signature has changed. '
1,0,0,0,0,'I forced the IW to use OpenMode.CREATE and suddenly the tests are not failing anymore. '
0,0,0,0,1,'I cleaned up the Lucene4FieldInfoFormat and added a preflex and 3x version. '
0,0,0,0,1,'if I run the test by itself, it seems to pass.\r\n\r\n'
0,0,0,1,0,'Even that this is a 3x mock codec for RW support I need to write fieldnumbers since the actual FI ord might be different from the field number assigned by the trunk IW. so I have a special format for this.\r\n\r\n'
0,0,0,1,0,'I also remove setByte in favor of setInt(byte)\r\nquote]\r\n\r\nWhy? '
0,0,0,0,0,'this '
0,1,0,0,0,'anyway I think we should name the methos setXXX instead.'
1,0,0,0,0,'I think we must change it to limit itself by number of docs instead. '
0,1,0,0,0,'new patch with setXXX methods on Norm class. '
0,0,0,1,0,'Committing tomorrow.'
0,0,0,1,0,'I now throw a hard IArgExc if sim emits different types for the same field and added tests to check if that is happening.\r\n\r\n'
0,1,0,0,0,'I think this is much safer.'
0,0,0,1,0,'patch created with svn diff --show-copies-as-adds for readability.'
1,0,0,0,0,'The preflex version is slightly different. '
1,0,0,0,0,'For instance, when you commit such pair, you need to first commit IW, and only then TW. '
1,0,0,0,0,'the reason this test is not reproducible is that this test uses \'n seconds\' as a limit.\r\n'
0,0,0,0,0,'There was a specific issue to fix this problem [-LUCENE-2956-|https://issues.apache.org/jira/browse/LUCENE-2956].'
0,0,1,0,0,'\r\nHmm I think this is too much? '
0,0,0,1,0,'All tests pass but still need to add JavaDoc to the norms class.\r\n\r\n'
0,1,0,0,0,'what a typo... s/omit/emit in the patch! '
0,0,0,0,0,'taking a look at this, I don\'t like the way _TestUtil.getTempDir was working before... it was basically desc + LTC.random.nextInt, so if you wired the seed like I did, and somehow stuff doesnt totally clean up, then its easy to see how it could return an already-created dir.\r\n\r\n'
0,0,0,1,0,'I forgot to make the methods public, which I\'ll fix when it gets committed.'
0,0,0,0,0,'It\'s probably the new DWPT code. '
0,0,0,1,0,'new patch. added some cleanups + javadoc.\r\n'
0,0,0,0,0,'because it also deletes the pending files . Unless IW.deleteUnusedFiles will invoke both deletePendingFiles and revisitPolicy ... the latter will just do\r\n'
0,0,0,0,0,'I will '
1,0,0,0,0,'I can reproduce this easily and even if I set search threads to 0 and index threads to 1. '
0,0,0,0,0,'It seems that the tempdir is not cleaned up since always the second test fails for me but never the first run.\r\n\r\n'
0,0,0,0,1,'however, if my machine is \"busy\" , then it fails!'
0,0,0,0,0,'This seems like a delete issue. '
0,0,0,0,0,'And then IW does not n'
0,1,0,0,0,'Patch looks good Shai!\r\n\r\n'
0,0,0,0,0,'Will commit this later - giving chance for more people to review.'
0,0,0,0,1,'As a result, major portion of execution time for such queries is now spent in the flatQueries.contains( sourceQuery ) method calls.'
1,0,0,0,0,'\r\nI\'ve tried to sync on commitLock (which seems good anyway), but the test kept failing. Even cloning SI did not work because it might have changed just before the clone. Only when passing rollbackSI to checkpoint does the test pass. But I\'m not sure if that\'s the right solution, as when I debug-traced it and put a break point just before the call to checkpoint, SI included one segment w/ a different name than rollbackSI ...\r\n\r\n'
0,0,0,0,0,'BTW, the test fails on DirReader.doClose, where it checks if writer !'
0,0,0,0,0,'= null and then calls deleteUnusedFiles. So I guess it\'s a NRT problem only.\r\n\r\n'
0,0,0,1,0,'ok I\'ll remove them before commit. '
0,0,0,1,0,'I changed the approach, poaching an improvement from nested docs\r\n([-LUCENE-2454-|https://issues.apache.org/jira/browse/LUCENE-2454]): instead of pulling a DocTermsIndex from the field\r\ncache, and detecting new group by changing ord, I require the app\r\nprovides a Filter to denote the transition between groups.\r\n\r\n'
1,0,0,0,0,'here\'s a patch for the regular FixedIntBlock and VariableIntBlock cases: they write upto first, if a bit is set then its within block and upto is the upto delta. otherwise they then read the vlong for the fp delta.\r\n\r\n'
0,0,0,0,0,'I\'ll give it a try. deletePendingFiles would just do what it does, then in the end call policy.onCommit and deleteCommits ... what do you think? '
0,1,0,0,0,'Both patches look great! '
0,1,0,0,0,'It fixes the problem when usePhraseHighlighter=true.\r\n\r\n'
0,1,0,0,0,'this saves about 5\% total bulkvint index size.'
0,0,0,0,0,'+1, I think that\'s a good approach.'
0,0,0,0,0,'Ok I understand. About the name, revisitPolicy is not exactly accurate  '
0,0,0,0,0,'addIndexesNoOptimize does change SegmentInfos as it adds indexes, however at the end it \'fixes\' their Directory reference. I wondered how is regular commit works when addIndexesNoOptimize is called, but couldn\'t find any synchronization block where one blocks the other. Eventually, I\'ve changed deleteUnusedFiles to this:\r\n'
0,0,0,1,0,'Committed revision 941417.'
1,0,0,0,0,'However, if you think of it, the main goal of the skip list is to skip doc id, not freq or pos. '
0,0,0,1,0,'Committed revision 936605.'
0,0,0,0,0,'So, I think we should apply this little patch as'
1,0,0,0,0,'we could instead have a SnowballWordListLoader in our snowball package or something, doesn\'t matter to me.'
0,0,1,0,0,'But you can remove the \" ...\" in the message output – I had put into my code thinking there may be details we put instead of that \"'
0,0,0,1,0,'I think we can just change incRef to call tryIncRef, and then throw ACE if tryIncRef returns false?'
0,0,0,1,0,'trunk: Committed revision 1170908.\r\n3x: Committed revision 1170913.'
0,1,0,0,0,'When the flag is false and FVH works on N-gram field, not a few terms may be created in tree, then it causes uncontrollable.\r\n\r\n'
0,0,1,0,0,'Uh, that is not good news. '
0,0,0,0,1,'If you have a svn.exe available, but the checkout fails, there is an network error or something else.'
0,1,0,0,0,'All tests pass'
1,0,0,0,0,'Patch changes deleteUnusedFiles to call IFD.checkpoint and also adds a testDeleteUnusedFiles2 to TestIndexWriter.\r\n\r\n'
0,0,0,0,0,'here\'s a patch solving a lot of the issue for the skiplists and doc/freq/prox etc pointers for Simple64.\r\n\r\n'
0,0,0,1,0,'I\'ll commit soon.'
1,0,0,0,0,'The skip list provides only the first pointer to the block doc file, then pointers to subsequent blocks are included into the block headers.\r\n'
0,0,0,1,0,'here\'s a patch with what Mike suggested, moving the skipping stuff private to the codecs, and separating the interval from the minimum df necessary to index skip data.\r\n\r\n'
0,1,0,0,0,+1
0,0,0,0,0,'But I think the case of using usePhraseHighlighter=false with N-gram field is rare, the attached p'
0,0,0,0,0,'As a side benefit I also expect that when the Ooo dictionaries get more use in Lucene, users will over time be able to extend and improve the dictionaries, and contribute their changes back, benefiting also Ooo users.'
0,0,0,0,1,'Our queries sometime contain tens of thousands of terms. '
0,0,0,0,0,'Commit 1691282 from [~mikemccand] in branch \'dev/trunk\'\r\n[ [https://svn.apache.org/r1691282] ]\r\n\r\n[-LUCENE-6680-|https://issues.apache.org/jira/browse/LUCENE-6680]: don\'t lose a suggestion that differs only in payload from another suggestion'
0,0,0,1,0,'pointers in the term dictionary and skipdata are reduced, because they only point to the block/offset in the single .doc file, and the freq is implied and parallel following it.\r\n\r\n'
1,0,0,0,0,'\r\nTermQuery currently has a bogus constructor today:\r\n'
1,0,0,0,0,'As a quick experiment, i compared simple64-varint with the default skipInterval (16) against one with a higher interval (32).\r\n\r\n'
0,1,0,0,0,'This way you ll have the better comprise betwenn fetching the less number of boxes and not fetching too big boxes with too many documents in them.'
1,0,0,0,0,'Hi Nicolas, I like the idea of reducing the number of tiles that need to be queried, but it does look like the current reduction might be a little aggressive for the default. '
0,0,0,0,0,'I guess thats something they will have to sort out during incubation.\r\n\r\n'
0,0,0,1,0,'During testing I discovered a long standing bug to do with recursive application of rules This has now been fixed.\r\n\r\n'
0,1,0,0,0,+1
0,0,0,1,0,'all tests pass, I think this is ready though!\r\n'
0,0,0,1,0,'Patch now includes a package.html linking to a PDF about hunspell and suggesting dictionaries are sourced from the OpenOffice wiki.\r\n\r\n'
0,0,0,0,0,'All\r\nthat\'s necessary is the app has some way to create the Filter noting\r\nthe last doc in each group. '
0,0,0,1,0,'The patch. '
0,0,0,1,0,'\r\nI don\'t think we should read too much into that text file: its not even obvious which of the many dictionaries in that folder it applies to!\r\n\r\n'
0,0,0,1,0,'the docs and freq blocks are interleaved (doc block, freq block) in such a way that its generally transparent to bulk enum consumers. '
0,0,0,0,0,'I\'ll commit shortly...'
0,0,0,1,0,'Code now is also version aware, as required by the CharArray* data structures.'
0,0,0,0,0,'Okay good spotting. so how do we want to proceed? '
0,0,0,0,0,'\r\nhow is OpenOffice dealing with those dictionaries since they are now an ASF incubation project? '
1,0,0,0,0,'We did lots of work on Google Code, so it should really be in Lucene, except the dictionaries. '
0,0,0,0,0,'It need not be a \"single valued indexed\r\nfield\"...\r\n\r\n'
0,1,0,0,0,'Interleaving frq/doc makes tons of sense, not only for better\r\ncompression, but because for large (can\'t-be-hot) indexes the need to\r\nseek to 2 files during search is costly.\r\n\r\n'
0,1,0,0,0,'this is really confusing! '
0,0,0,1,0,'Created [-LUCENE-3719-|https://issues.apache.org/jira/browse/LUCENE-3719] with a patch.'
0,0,0,1,0,'patch with mod to wordlistloader, test, and snowball stoplists for danish, dutch, english, finnish, french, german, hungarian, italian, norwegian, russian, spanish, and swedish '
0,0,1,0,0,'They both invoke IDP/IFD, but this is still protected\r\n(sync\'d on IW)...\r\n'
0,0,0,0,0,'Should we address that in a later issue once its become clearer in OO'
0,0,0,0,0,'We should only add links to web pages where to get them.'
0,0,0,1,0,'Bulk closing for 3.2'
0,0,0,0,0,'Do we want to bring some of the dictionaries in? '
0,0,0,0,0,'3x back port:\r\n\r\nCommitted revision 1167505.'
0,0,0,0,0,'Reopening for 3x backport.'
0,0,0,0,0,'Is there a JIRA for adding HunspellStemFilterFactory to Solr?'
0,0,0,0,0,'I don\'t think we should do anything with the dictionaries ever, its much better to make small \"test\" dictionaries that are actually more like unit tests and test certain things, like what you did in the patch.'
0,0,0,0,0,'Bulk close after release of 3.5'
0,0,0,0,0,'Our sign bit is free here to steal for payloads. '
0,0,0,0,0,'So we don\'t need to limit positions to'
0,0,0,0,0,'I want to commit soon.\r\n\r\n'
